año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
2023,12359,1800,Mazda,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
1998,450000,1800,Ford,gasolina,manual,4x4,publico,urbano,1,1,1,1,1,1,1,1
2012,213831,1200,Chevrolet,gasolina,automatica,4x2,particular,rural,1,0,1,0,1,0,0,1
2003,416056,1800,Volkswagen,gasolina,manual,4x4,publico,urbano,1,1,0,1,1,1,1,1
2014,92610,2400,Toyota,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,1,0,1
2003,301353,1400,Ford,gas,automatica,4x4,particular,rural,1,0,1,1,1,0,1,1
2011,164563,1000,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,1,1,1,1,0,1
2009,131539,1800,Mazda,gas,automatica,4x2,particular,urbano,1,1,1,1,0,1,0,0
2020,102024,1400,Mazda,gasolina,manual,4x2,publico,urbano,0,0,0,0,1,1,0,0
2022,53685,1400,Chevrolet,gasolina,automatica,4x2,publico,urbano,0,0,0,0,0,0,0,0
2023,20398,2000,Volkswagen,gasolina,manual,4x4,publico,rural,0,0,1,0,0,0,0,1
2017,104747,1600,Hyundai,gasolina,manual,4x4,particular,rural,1,0,1,1,1,0,0,1
2010,144418,2400,Mazda,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,0
2008,199057,1400,Ford,gasolina,automatica,4x4,particular,rural,1,0,0,0,0,1,0,0
2000,326032,1000,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,1,0,1,0,1,0,1
2005,248731,1200,Renault,gasolina,automatica,4x2,particular,rural,0,1,0,0,1,1,0,1
2023,12421,1500,Nissan,gasolina,manual,4x2,publico,rural,0,0,0,1,0,0,0,0
2004,293871,2000,Mazda,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,1,0,1
2015,109079,1600,Mazda,gasolina,automatica,4x2,particular,rural,0,0,0,0,0,0,0,0
2005,307347,1000,Chevrolet,gasolina,manual,4x2,particular,rural,0,0,1,1,1,1,1,1
2006,405147,1600,Renault,gasolina,manual,4x2,publico,urbano,0,1,1,1,0,0,1,1
2004,450000,1800,Ford,gasolina,automatica,4x2,publico,rural,0,0,1,1,1,1,1,1
2001,450000,1200,Kia,gasolina,manual,4x2,publico,urbano,0,1,1,1,1,1,0,1
2014,138333,1400,Mazda,diesel,manual,4x2,particular,urbano,0,1,0,1,0,0,0,1
2020,86997,1600,Chevrolet,gasolina,manual,4x4,publico,rural,1,1,0,0,1,1,0,1
2000,274405,1400,Mazda,diesel,manual,4x2,particular,urbano,1,1,0,1,1,1,1,1
2011,345159,1500,Hyundai,gasolina,manual,4x2,publico,rural,1,1,1,0,1,1,1,1
2011,229689,1400,Toyota,gasolina,automatica,4x2,particular,rural,1,1,0,0,0,1,0,1
2013,117831,1600,Renault,diesel,manual,4x2,particular,rural,0,1,0,0,0,0,1,0
2018,87127,2400,Hyundai,gasolina,manual,4x4,particular,urbano,0,0,1,0,1,1,0,1
2021,27719,1500,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,0
2012,180051,1600,Hyundai,gasolina,manual,4x2,publico,rural,1,1,0,1,1,1,0,1
2005,373242,2400,Nissan,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,0,1,1
2016,246395,1800,Ford,gasolina,automatica,4x2,publico,rural,1,1,0,0,0,0,0,1
2007,222621,2400,Hyundai,diesel,manual,4x4,particular,rural,1,1,0,0,1,1,1,0
2023,8664,2400,Peugeot,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
1999,450000,1400,Chevrolet,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,1,0,1
2018,84488,2000,Ford,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,1,0,0
2017,36174,1800,Mazda,gas,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2003,434120,1400,Mazda,gasolina,manual,4x2,particular,rural,1,0,0,1,1,0,1,1
2004,450000,1500,Mazda,gasolina,manual,4x4,publico,urbano,1,1,1,1,0,1,1,1
2009,236556,1500,Hyundai,diesel,manual,4x2,particular,urbano,0,0,1,1,0,1,1,0
2009,195832,1800,Toyota,gasolina,automatica,4x2,particular,rural,1,0,1,1,1,1,1,1
1999,428516,1600,Toyota,gasolina,automatica,4x2,publico,urbano,1,1,1,1,1,1,1,1
2008,277297,1500,Hyundai,diesel,automatica,4x2,particular,urbano,1,1,1,0,0,0,0,1
2000,330417,2000,Mazda,gas,automatica,4x2,particular,rural,1,1,1,0,0,0,1,1
2012,205237,1800,Honda,gasolina,automatica,4x2,particular,urbano,1,1,1,0,0,1,1,0
2023,12218,1600,Ford,gas,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2008,327164,1200,Suzuki,gasolina,manual,4x2,particular,urbano,0,0,0,1,1,0,0,1
2011,137707,1800,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,1,1,1,0,0
2022,34682,2000,Mazda,gasolina,automatica,4x2,particular,rural,0,0,0,0,0,0,0,0
2023,19013,1200,Renault,gasolina,automatica,4x2,publico,rural,1,0,0,0,0,0,0,0
2008,190237,2000,Toyota,diesel,manual,4x2,particular,urbano,1,1,1,0,0,1,0,1
1999,450000,1500,Suzuki,gasolina,automatica,4x2,particular,rural,1,1,0,1,1,1,1,1
2010,260365,1500,Ford,gasolina,automatica,4x4,particular,urbano,1,0,0,1,1,1,0,1
2015,204604,1500,Renault,gasolina,manual,4x2,publico,urbano,1,1,0,0,0,1,1,1
2009,130954,1600,Chevrolet,diesel,automatica,4x2,particular,urbano,0,0,1,0,0,0,1,1
2014,169592,1400,Hyundai,gasolina,manual,4x4,publico,rural,0,1,0,0,0,1,1,1
2003,336007,1400,Kia,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,0,1,1
2008,450000,1800,Mitsubishi,diesel,automatica,4x2,publico,urbano,1,1,0,0,1,1,1,1
2015,114668,2400,Mazda,diesel,manual,4x4,particular,urbano,1,1,1,0,0,1,0,1
2010,152711,2000,Mitsubishi,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,1,0
2014,252664,1800,Toyota,gasolina,manual,4x2,publico,rural,0,0,0,1,1,1,0,0
2001,441758,1600,Fiat,gas,manual,4x2,publico,urbano,0,1,1,1,1,1,1,1
2016,129689,1400,Renault,gasolina,manual,4x2,particular,urbano,0,1,0,1,0,1,1,1
1999,450000,1500,Renault,gas,manual,4x4,particular,urbano,1,1,0,1,0,1,1,1
2021,72409,2400,Mazda,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2020,63860,1600,Renault,gasolina,manual,4x2,particular,rural,1,0,0,0,1,1,0,1
2017,87214,1800,Honda,gasolina,manual,4x2,particular,rural,0,0,0,0,1,1,0,1
2004,365363,1400,Renault,gas,manual,4x2,particular,rural,1,0,0,1,1,1,0,0
2000,407709,1500,Kia,diesel,automatica,4x2,particular,urbano,1,1,0,1,0,0,1,0
2013,223616,1800,Hyundai,gasolina,manual,4x2,publico,rural,1,1,0,1,0,0,0,0
1999,301632,1400,Toyota,gasolina,manual,4x2,particular,rural,0,1,1,1,1,1,1,1
2007,240452,2400,Nissan,diesel,manual,4x2,particular,urbano,1,1,0,0,1,0,0,1
2023,15104,1500,Chevrolet,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,1
2018,119789,1500,Mazda,gasolina,manual,4x2,particular,rural,1,0,0,0,0,0,0,0
2022,26341,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,0,0
2008,271793,1000,Kia,diesel,automatica,4x2,particular,urbano,0,1,1,0,0,1,0,0
2023,15958,1500,Chevrolet,diesel,automatica,4x2,particular,rural,0,0,0,0,1,0,0,0
2020,109208,1500,Honda,diesel,manual,4x2,publico,urbano,1,0,0,0,1,0,0,0
2002,319246,1800,Toyota,gasolina,automatica,4x4,particular,urbano,0,1,1,1,0,1,0,1
2003,246163,1200,Chevrolet,gas,manual,4x2,particular,urbano,0,0,1,0,1,0,1,0
2014,177064,1600,Honda,gasolina,automatica,4x4,publico,urbano,0,0,0,1,0,0,1,0
2011,198535,1600,Renault,gasolina,automatica,4x2,particular,urbano,1,0,1,0,1,1,1,1
2002,313615,1800,Hyundai,gasolina,manual,4x4,particular,rural,1,1,0,1,1,1,1,1
2012,143067,1500,Toyota,gasolina,manual,4x2,particular,urbano,1,1,0,0,1,1,1,1
2005,304941,1600,Volkswagen,gasolina,automatica,4x4,particular,rural,1,1,0,1,1,1,1,1
2018,155606,1600,Toyota,gasolina,manual,4x2,publico,urbano,0,0,0,1,0,1,0,0
2000,450000,1200,Fiat,gasolina,manual,4x2,publico,urbano,1,1,0,1,1,1,0,1
2013,213110,2400,Ford,diesel,manual,4x4,publico,rural,1,1,1,1,0,0,0,1
2011,124262,1800,Mazda,gasolina,automatica,4x2,particular,urbano,1,0,0,0,1,1,0,0
2011,241144,1400,Volkswagen,gasolina,automatica,4x4,particular,rural,1,0,1,1,1,1,1,1
2016,171295,1000,Renault,gasolina,manual,4x2,publico,rural,1,1,1,0,1,0,1,0
2004,273129,2400,Peugeot,diesel,manual,4x2,particular,rural,0,0,1,1,1,1,1,0
2012,188959,1500,Chevrolet,diesel,automatica,4x2,particular,urbano,1,0,1,0,1,0,0,0
2005,340823,1400,Honda,gasolina,automatica,4x2,publico,urbano,1,1,1,1,1,1,0,1
2009,432698,1200,Renault,gasolina,manual,4x2,publico,rural,0,1,1,1,1,1,1,1
2002,450000,1400,Chevrolet,gasolina,automatica,4x2,publico,urbano,1,1,1,1,0,0,1,1
2008,254114,1800,Peugeot,gasolina,manual,4x4,particular,rural,0,1,1,0,1,1,0,0
2006,369989,1800,Hyundai,gasolina,automatica,4x2,particular,urbano,1,1,0,0,1,0,0,1
2003,346365,1000,Kia,gasolina,manual,4x2,particular,rural,1,1,1,1,1,0,1,1
2004,286214,1400,Chevrolet,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,0,0,1
2017,67899,1800,Toyota,gasolina,automatica,4x2,particular,rural,0,0,1,0,0,0,0,0
2005,397365,1600,Renault,diesel,manual,4x2,particular,urbano,1,0,1,0,1,0,1,1
2019,88044,1400,Chevrolet,gasolina,manual,4x4,particular,urbano,0,0,1,0,0,0,1,0
2014,308327,1600,Chevrolet,gasolina,manual,4x2,publico,urbano,0,0,1,1,0,0,0,1
2008,276484,1000,Chevrolet,gasolina,automatica,4x4,particular,urbano,0,1,1,0,1,0,1,0
2022,36330,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,1,0,0,0,0
2018,64495,2400,Ford,gasolina,manual,4x4,particular,rural,0,1,0,0,0,1,0,1
2012,382521,1400,Chevrolet,gasolina,automatica,4x2,publico,urbano,1,0,0,0,0,1,0,0
2020,54155,1600,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,0,0
2004,191804,1800,Ford,gasolina,automatica,4x4,particular,urbano,1,0,1,0,0,0,1,1
2007,450000,2400,Toyota,diesel,manual,4x2,publico,urbano,1,0,1,0,0,1,0,0
2000,450000,1000,Renault,gasolina,manual,4x2,particular,urbano,0,1,1,0,0,1,0,1
2009,275552,2000,Mitsubishi,gasolina,manual,4x2,particular,urbano,1,0,1,1,0,0,0,1
2001,450000,1500,Renault,gasolina,automatica,4x2,publico,urbano,1,0,1,1,0,1,0,0
2013,141956,1200,Kia,gas,manual,4x2,particular,rural,1,1,1,0,1,0,0,1
2010,208493,1400,Hyundai,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,0,0,0
2013,102980,2000,Nissan,gasolina,manual,4x2,particular,urbano,1,1,0,0,0,0,1,0
2009,272355,1000,Renault,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
1998,395956,1500,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,1,1,1,1,1,1
2010,172936,2000,Mazda,gas,manual,4x2,particular,urbano,1,1,1,0,0,1,1,1
2001,372503,1500,Hyundai,diesel,manual,4x2,publico,rural,1,1,1,1,1,1,1,1
2016,125906,1800,Toyota,diesel,automatica,4x4,publico,urbano,0,0,0,1,1,1,0,1
2017,158416,1600,Volkswagen,gasolina,manual,4x4,particular,rural,0,1,1,1,0,0,0,1
2023,30471,2400,Toyota,gasolina,automatica,4x2,publico,rural,0,0,0,1,1,0,0,0
2020,70767,1600,Renault,gasolina,automatica,4x2,particular,rural,1,0,0,0,0,0,0,1
2004,444444,2500,Mitsubishi,gasolina,automatica,4x2,publico,rural,1,0,0,1,1,1,0,0
2011,238917,1600,Volkswagen,gasolina,manual,4x2,publico,urbano,1,0,0,1,0,0,0,0
2007,363559,1800,Volkswagen,gasolina,automatica,4x2,particular,urbano,1,1,1,0,1,1,1,1
2006,235383,1600,Renault,gasolina,manual,4x4,particular,urbano,0,1,1,1,1,0,0,0
2006,271411,1800,Toyota,gasolina,manual,4x2,particular,urbano,1,0,1,0,1,0,0,1
2018,68472,2000,Mazda,gasolina,automatica,4x2,particular,urbano,1,0,0,0,0,0,0,0
2006,389692,1600,Nissan,gasolina,automatica,4x4,publico,urbano,1,0,1,0,0,1,0,1
2019,69463,1600,Toyota,gas,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2003,409501,2400,Peugeot,gasolina,manual,4x2,particular,urbano,1,1,1,1,1,1,1,1
2014,368618,1500,Mazda,gas,automatica,4x2,publico,rural,1,1,0,0,0,0,1,1
2005,337035,2000,Hyundai,gasolina,automatica,4x4,publico,urbano,1,1,0,1,1,0,0,1
1999,276459,2400,Ford,gasolina,automatica,4x2,particular,rural,1,1,1,1,1,0,1,1
2010,70294,2400,Dodge,gasolina,automatica,4x4,particular,urbano,0,0,1,0,0,0,0,1
1999,329111,1500,Volkswagen,gasolina,automatica,4x2,particular,urbano,0,1,1,0,1,0,1,1
2019,57602,1200,Kia,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,0
2013,209504,1500,Kia,gasolina,manual,4x2,particular,rural,1,1,0,0,1,0,0,0
2001,229923,1400,Nissan,gas,automatica,4x2,particular,urbano,0,1,0,1,0,0,1,0
2023,25274,1000,Suzuki,gas,automatica,4x2,publico,urbano,1,1,0,0,0,0,0,1
2017,125766,1000,Chevrolet,gas,automatica,4x2,particular,urbano,0,1,0,0,0,0,1,1
2004,450000,1200,Renault,gasolina,manual,4x2,publico,urbano,0,1,0,0,1,0,0,0
2023,19436,1600,Toyota,gasolina,automatica,4x2,publico,urbano,0,0,0,0,0,1,0,0
2012,354034,1400,Chevrolet,diesel,automatica,4x2,publico,urbano,1,1,1,1,1,1,0,1
1999,450000,1200,Kia,gasolina,manual,4x2,publico,rural,1,1,1,1,0,1,0,1
2017,115746,2400,Honda,gasolina,automatica,4x4,particular,urbano,0,1,0,0,1,1,1,1
1998,352179,1500,Renault,diesel,manual,4x4,particular,urbano,1,0,1,1,1,1,1,1
2018,99987,2400,Mazda,gasolina,automatica,4x4,particular,urbano,1,0,0,1,0,0,0,0
2017,90043,1400,Suzuki,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,0,0,1
2013,107561,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,1,0,1
2013,203109,2400,Honda,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,0,1,1
1999,450000,2000,Ford,gasolina,manual,4x4,publico,urbano,0,1,1,1,1,0,0,1
2000,267641,1500,Nissan,diesel,manual,4x4,particular,urbano,1,1,1,0,1,0,0,1
1998,303885,1200,Kia,gasolina,manual,4x2,particular,urbano,1,1,1,1,1,1,1,1
2006,350066,1400,Renault,diesel,manual,4x2,particular,rural,0,0,1,0,0,1,1,1
1998,414627,1200,Kia,gasolina,manual,4x4,particular,urbano,1,1,1,0,1,1,1,1
2015,200344,1500,Renault,diesel,manual,4x4,publico,urbano,1,0,0,0,0,1,1,0
2003,376398,1600,Honda,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,1,1
2013,273520,2000,Hyundai,gasolina,manual,4x2,publico,rural,0,1,0,0,1,0,0,1
2018,119358,1600,Toyota,diesel,automatica,4x4,particular,rural,0,1,0,0,1,0,0,1
1999,450000,1500,Chevrolet,gasolina,manual,4x2,publico,urbano,1,0,1,1,1,1,1,0
1998,399935,2400,Toyota,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2005,250955,1000,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,1,0,0,0,0,1
2004,253579,1000,Chevrolet,gas,manual,4x2,particular,urbano,1,1,0,1,1,1,0,1
2003,450000,1000,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,0,1,1,0,0,1
2004,131277,2000,Hyundai,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,1,0,1
2013,184843,2000,Hyundai,diesel,manual,4x4,particular,urbano,1,1,1,1,0,1,1,1
2009,205372,1400,Kia,gasolina,manual,4x2,publico,urbano,0,0,1,1,1,1,1,1
2022,28032,2000,Mazda,gasolina,manual,4x2,particular,rural,0,0,0,0,1,1,0,0
2013,112127,1400,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,1,1,0,0,1
2011,412144,1400,Volkswagen,gasolina,automatica,4x2,publico,urbano,0,1,0,1,1,0,0,0
1999,305365,1500,Nissan,diesel,automatica,4x4,particular,urbano,0,1,1,1,0,1,1,1
2005,427373,2400,Volkswagen,gas,manual,4x2,publico,rural,1,0,1,1,1,0,1,1
2013,238479,1400,Fiat,diesel,automatica,4x2,particular,urbano,1,1,0,1,0,0,0,0
2012,173178,1400,Kia,diesel,automatica,4x2,particular,urbano,0,1,1,0,1,1,1,0
2014,83672,1000,Renault,gasolina,automatica,4x2,particular,rural,1,0,0,0,0,1,0,1
2020,67206,1800,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2019,75345,1400,Toyota,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2005,394751,1600,Toyota,diesel,manual,4x2,publico,urbano,0,1,1,1,1,0,1,1
2014,111634,2400,Hyundai,gasolina,manual,4x4,particular,urbano,0,0,1,1,1,0,0,0
2011,312957,2400,Mazda,diesel,manual,4x4,publico,urbano,1,1,1,1,0,1,1,1
2010,269663,2400,Peugeot,gasolina,automatica,4x4,particular,urbano,1,1,1,1,1,1,0,1
2007,258309,1400,Hyundai,diesel,manual,4x2,particular,rural,1,1,1,0,1,1,0,1
2022,17447,2400,Mitsubishi,gas,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2003,403322,1600,Mazda,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,1,0,1
2022,24916,1600,Kia,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2022,36284,2000,Ford,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2008,169516,1500,Mazda,gasolina,automatica,4x2,particular,rural,0,1,1,1,0,1,0,1
2023,17190,1500,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2000,344135,2000,Ford,gasolina,automatica,4x2,particular,urbano,1,1,1,0,0,1,1,1
2007,450000,1400,Hyundai,gasolina,automatica,4x2,publico,urbano,0,1,1,1,1,1,0,1
2013,295700,1000,Chevrolet,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,0,1,1
2006,356187,1500,Renault,gas,automatica,4x4,particular,urbano,1,0,0,0,0,1,1,0
2019,142191,1500,Chevrolet,gasolina,manual,4x2,publico,urbano,1,0,1,1,0,0,0,1
2022,26758,1200,Renault,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2007,450000,1800,Mazda,gasolina,manual,4x2,publico,rural,0,1,1,0,1,1,1,1
2001,277752,1400,Chevrolet,gasolina,manual,4x4,particular,urbano,1,1,1,1,0,1,1,1
2021,43269,1500,Mazda,diesel,manual,4x2,particular,rural,1,0,0,0,0,0,0,0
2004,450000,1600,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,0,0,1,0,1,1
2009,197668,1400,Chevrolet,diesel,automatica,4x2,particular,rural,0,0,0,1,1,0,1,1
2011,253665,1500,Hyundai,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,0,0,1
2014,98171,1600,Toyota,gasolina,automatica,4x2,particular,urbano,0,0,0,1,0,0,0,0
2000,450000,1600,Kia,gasolina,manual,4x2,publico,urbano,1,1,0,0,1,0,1,1
2022,35186,1400,Chevrolet,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2018,55931,1000,Renault,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2012,282702,1800,Toyota,gasolina,manual,4x4,publico,rural,1,1,1,1,1,0,1,1
2022,30220,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2018,123801,1000,Renault,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,1
2014,296608,1500,Suzuki,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,0,1,1
2008,255316,1500,Kia,gasolina,automatica,4x2,particular,rural,0,0,0,0,0,0,1,0
2015,86980,1400,Renault,diesel,automatica,4x2,publico,rural,1,0,1,0,1,0,0,1
2021,38209,1000,Chevrolet,gas,manual,4x2,particular,urbano,0,0,0,0,0,1,0,0
2008,286397,1000,Chevrolet,gasolina,automatica,4x2,particular,rural,0,0,0,1,1,1,1,0
2019,61010,1500,Toyota,gas,automatica,4x2,particular,urbano,1,0,1,0,0,0,0,1
2004,236045,1600,Chevrolet,diesel,manual,4x2,particular,urbano,1,0,1,1,1,1,1,1
1998,450000,2000,Hyundai,gasolina,automatica,4x4,particular,urbano,1,1,1,1,1,0,1,1
2015,161278,1600,Renault,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,1,1,0
1999,389008,2000,Honda,diesel,manual,4x2,particular,rural,1,1,1,1,1,1,0,1
2021,25941,1400,Suzuki,diesel,manual,4x2,particular,urbano,1,0,1,0,1,0,0,0
2003,450000,2400,Nissan,gasolina,manual,4x2,publico,urbano,0,1,1,0,1,0,1,1
2020,82847,1000,Renault,gasolina,automatica,4x2,particular,urbano,1,1,0,0,0,1,0,1
1999,264302,1500,Chevrolet,diesel,manual,4x2,particular,rural,0,1,1,1,1,1,1,1
2012,163222,1600,Fiat,gasolina,automatica,4x4,particular,urbano,1,0,1,0,1,0,0,1
2004,200266,1000,Renault,diesel,manual,4x2,particular,urbano,0,1,0,1,1,1,1,0
2021,37804,1200,Chevrolet,gasolina,automatica,4x2,particular,rural,1,0,0,0,0,0,0,0
2005,305040,1600,Kia,gas,manual,4x2,publico,urbano,1,0,0,1,0,1,0,1
2013,178834,1400,Chevrolet,gas,automatica,4x4,particular,rural,1,0,1,1,1,1,0,1
2009,196346,1200,Chevrolet,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,0,0,1
2003,386264,2000,Ford,gasolina,automatica,4x2,particular,rural,1,1,1,0,1,1,0,1
2017,110519,1500,Ford,gasolina,manual,4x2,particular,urbano,1,0,0,1,0,1,0,0
2016,195731,1000,Suzuki,gasolina,automatica,4x2,publico,urbano,1,1,1,1,0,1,0,1
2018,126024,1800,Honda,gas,automatica,4x2,particular,rural,0,0,0,0,0,0,0,0
2020,39518,1500,Honda,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2014,181415,1800,Mazda,gasolina,automatica,4x2,particular,rural,1,1,1,1,0,1,1,1
2014,151611,1000,Kia,gasolina,automatica,4x2,particular,urbano,0,1,0,1,0,1,0,0
2016,105741,1000,Fiat,gasolina,automatica,4x2,particular,urbano,1,0,0,0,0,1,0,1
2018,162938,1400,Renault,gas,manual,4x2,publico,urbano,0,1,0,1,1,1,0,1
2012,333530,1500,Chevrolet,gasolina,manual,4x2,publico,rural,1,0,1,1,1,0,0,0
2002,345734,1400,Fiat,gasolina,automatica,4x2,particular,rural,0,1,1,1,0,1,1,1
2007,396101,3000,Peugeot,gas,manual,4x4,publico,rural,0,1,1,1,1,0,1,1
2016,89014,1600,Chevrolet,diesel,manual,4x2,particular,urbano,0,1,1,0,0,0,0,1
2003,410740,1600,Honda,diesel,automatica,4x2,particular,rural,1,1,1,1,1,0,0,1
2007,269780,1600,Kia,gasolina,manual,4x2,particular,rural,0,1,0,1,0,1,1,0
1998,450000,1800,Mazda,gasolina,automatica,4x4,particular,rural,1,1,1,1,0,1,0,1
2015,94204,3500,Mitsubishi,diesel,manual,4x2,publico,urbano,0,1,0,0,0,1,0,0
2023,28213,1800,Hyundai,gasolina,automatica,4x4,publico,urbano,0,0,0,0,0,1,0,0
2022,40931,1500,Renault,gasolina,manual,4x2,publico,urbano,0,1,0,1,0,0,0,1
2008,146280,1600,Hyundai,gas,manual,4x4,particular,rural,1,0,1,0,1,1,0,1
2021,51907,1600,Renault,gasolina,manual,4x2,particular,urbano,0,0,0,1,0,0,0,0
2001,345334,1400,Chevrolet,gasolina,manual,4x2,particular,urbano,1,0,0,1,0,0,1,0
2010,304575,1800,Dodge,diesel,manual,4x2,publico,urbano,1,0,0,1,1,0,0,1
2009,417120,1500,Toyota,gasolina,automatica,4x2,publico,rural,1,0,1,0,1,1,1,1
1999,274212,1600,Chevrolet,gas,manual,4x2,particular,rural,1,0,1,1,1,1,0,0
1999,378402,1600,Chevrolet,diesel,manual,4x2,particular,rural,0,1,1,1,1,0,1,1
2019,68818,1800,Mitsubishi,gasolina,manual,4x2,particular,rural,0,1,0,0,1,0,0,0
2021,65486,1600,Chevrolet,diesel,automatica,4x2,publico,urbano,0,0,0,0,0,0,0,0
2021,79718,1600,Kia,gasolina,manual,4x2,publico,urbano,1,0,0,0,0,1,0,0
2021,30786,1800,Ford,gas,manual,4x2,particular,rural,0,0,0,0,0,0,0,1
2012,245907,1200,Renault,diesel,manual,4x2,particular,urbano,1,1,0,0,1,0,1,1
2016,176248,1600,Toyota,gasolina,automatica,4x4,particular,urbano,1,0,1,0,1,0,0,0
2008,139438,1600,Hyundai,gas,automatica,4x2,particular,urbano,1,0,1,0,0,1,0,1
2018,100571,2400,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,0,1,1,0,0,0
2006,352933,1500,Ford,gasolina,automatica,4x4,particular,rural,0,0,1,0,0,1,1,1
2019,92230,2000,Honda,gasolina,automatica,4x2,publico,rural,0,0,1,1,0,1,0,1
2005,295285,1200,Renault,gasolina,automatica,4x4,particular,urbano,0,0,0,1,0,0,0,0
2012,175734,2000,Ford,gasolina,manual,4x2,particular,rural,0,0,0,0,1,1,0,1
2022,21667,1600,Chevrolet,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2019,149960,1400,Chevrolet,gasolina,manual,4x2,publico,rural,0,1,1,0,1,1,0,1
2009,270764,3500,Mitsubishi,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,1,0,1
2003,304711,1500,Chevrolet,diesel,manual,4x2,particular,urbano,0,1,0,0,1,0,0,0
2007,124859,1800,Toyota,gasolina,manual,4x2,particular,urbano,1,1,1,1,0,1,1,1
1999,289378,1200,Renault,gasolina,automatica,4x2,particular,rural,1,0,1,1,1,1,0,1
2001,422027,2400,Toyota,gasolina,manual,4x4,publico,rural,0,1,1,1,1,1,0,1
2016,240760,1500,Chevrolet,gas,automatica,4x2,publico,rural,0,1,0,1,1,0,0,1
2014,144261,1600,Volkswagen,gasolina,automatica,4x2,particular,rural,0,1,0,1,0,1,0,0
2014,192843,1400,Hyundai,gas,manual,4x2,publico,rural,1,0,1,1,1,0,1,1
2023,30907,1400,Hyundai,diesel,automatica,4x2,publico,rural,0,0,1,1,0,0,0,0
1999,187806,1600,Kia,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,0,1,1
